學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0008,國立中央大學,05332045,天文研究所,D 日,M 碩士,19,7,12,1,4,4,4,1,2,1,2, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05399050,理學院學士班,D 日,B 學士,70,48,22,15,5,10,7,13,7,9,3, -, -, -, -, -, -,1, -,03 桃園市,1 一般
0008,國立中央大學,05411051,數學系,D 日,D 博士,9,6,3, -, -,2, -,2, -, -, -, -,2,1,1,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05411051,數學系,D 日,M 碩士,64,52,12,19,5,19,3,11,3,3,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05411051,數學系,D 日,B 學士,310,226,84,58,17,57,21,49,28,48,12, -, -, -, -, -, -,14,6,03 桃園市,1 一般
0008,國立中央大學,05421052,統計研究所,D 日,D 博士,5,3,2,1, -,1, -, -,1,1, -, -, -, -, -, -,1, -, -,03 桃園市,1 一般
0008,國立中央大學,05421052,統計研究所,D 日,M 碩士,52,32,20,16,11,16,7, -,2, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131053,資訊管理學系,D 日,D 博士,20,13,7,4,2,3,2,1, -,1,1, -, -,2, -,2,2, -, -,03 桃園市,1 一般
0008,國立中央大學,06131053,資訊管理學系,D 日,M 碩士,141,84,57,38,29,43,27,3,1, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131053,資訊管理學系,D 日,B 學士,430,271,159,70,35,65,45,62,34,64,39, -, -, -, -, -, -,10,6,03 桃園市,1 一般
0008,國立中央大學,06131053,資訊管理學系,N 職,M 碩士,98,59,39,26,18,30,20,3,1, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131059,資訊工程學系,D 日,D 博士,79,56,23,12,5,9,3,12,5,5,1,3,5,8,4,7, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131059,資訊工程學系,D 日,M 碩士,288,221,67,91,40,114,25,11, -,4,2,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131059,資訊工程學系軟體工程碩士班,D 日,M 碩士,31,28,3,18,2,9,1,1, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131059,資訊工程學系AI碩士班,D 日,M 碩士,20,16,4,7,1,9,3, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06131059,資訊工程學系,D 日,B 學士,416,314,102,81,18,88,19,69,35,68,29, -, -, -, -, -, -,8,1,03 桃園市,1 一般
0008,國立中央大學,06131059,資訊工程學系,N 職,M 碩士,94,73,21,21,8,26,7,11,3,6,1,7,1,2,1, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06132002,網路學習科技研究所,D 日,D 博士,28,19,9,5,2,2,1,2,1,4,2,1, -,2,2,3,1, -, -,03 桃園市,1 一般
0008,國立中央大學,06132002,網路學習科技研究所,D 日,M 碩士,52,33,19,16,9,15,8,1,2, -, -,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06132002,網路學習科技研究所,N 職,M 碩士,53,26,27,8,11,5,10,7,5,3,1,2, -,1, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,06133082,人工智慧國際碩士學位學程,D 日,M 碩士,8,5,3,5,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07111069,化學工程與材料工程學系工學博士班,D 日,D 博士,5,3,2,1,1,1,1,1, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07111069,化學工程與材料工程學系,D 日,D 博士,24,15,9,2,2,4,1,2,2,5,2,2, -, -,1, -,1, -, -,03 桃園市,1 一般
0008,國立中央大學,07111069,化學工程與材料工程學系,D 日,M 碩士,154,99,55,55,27,43,28,1, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07111069,化學工程與材料工程學系,D 日,B 學士,204,143,61,36,16,46,14,30,15,29,16, -, -, -, -, -, -,2, -,03 桃園市,1 一般
0008,國立中央大學,07112070,材料科學與工程研究所,D 日,D 博士,16,15,1,2,1,3, -,1, -,4, -,3, -,1, -,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07112070,材料科學與工程研究所工學博士班,D 日,D 博士,1,1, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07112070,材料科學與工程研究所,D 日,M 碩士,49,34,15,17,8,16,7,1, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07121072,環境工程研究所,D 日,D 博士,18,12,6,5,2,2, -,1,1, -,1,1, -,2,2,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07121072,環境工程研究所,D 日,M 碩士,74,45,29,14,13,17,10,10,3,4,3, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07121072,環境工程研究所,N 職,M 碩士,70,51,19,18,4,12,9,9,5,7, -,5, -, -,1, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07132066,能源工程研究所,D 日,D 博士,7,5,2,1, -,2, -, -,1,1, -, -, -, -,1,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07132066,能源工程研究所,D 日,M 碩士,39,34,5,15,3,12,2,2, -,5, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141055,電機工程學系,D 日,D 博士,47,38,9,11,5,2, -,5,1,4, -,8, -,3,1,5,2, -, -,03 桃園市,1 一般
0008,國立中央大學,07141055,電機工程學系產業博士班,D 日,D 博士,1,1, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141055,電機工程學系,D 日,M 碩士,366,309,57,121,29,134,20,48,8,6, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141055,電機工程學系,D 日,B 學士,444,361,83,91,14,94,20,84,25,88,23, -, -, -, -, -, -,4,1,03 桃園市,1 一般
0008,國立中央大學,07141056,光電博士學位學程(台灣聯合大學系統),D 日,D 博士,1, -,1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141057,光電科學與工程學系,D 日,D 博士,35,32,3,8,1,8, -,4,2,5, -,2, -,3, -,2, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141057,光電科學與工程學系照明與顯示科技碩士班,D 日,M 碩士,13,12,1,4, -,4,1,3, -,1, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141057,光電科學與工程學系,D 日,M 碩士,186,155,31,64,15,63,10,25,5,3,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141057,光電科學與工程學系光電產業碩士專班,D 日,M 碩士,3,1,2,1,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141057,光電科學與工程學系,D 日,B 學士,190,137,53,35,12,35,17,34,11,30,11, -, -, -, -, -, -,3,2,03 桃園市,1 一般
0008,國立中央大學,07141057,光電科學與工程學系,N 職,M 碩士,54,50,4,21,1,13, -,10,1,3,1,3,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141060,通訊工程學系,D 日,D 博士,11,10,1,1, -,1,1,2, -,1, -,1, -,4, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141060,通訊工程學系,D 日,M 碩士,144,120,24,56,8,48,16,15, -,1, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141060,通訊工程學系,D 日,B 學士,201,145,56,30,13,34,17,37,14,35,10, -, -, -, -, -, -,9,2,03 桃園市,1 一般
0008,國立中央大學,07141060,通訊工程學系,N 職,M 碩士,108,100,8,29,3,26,1,20,3,13, -,11,1,1, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07141077,資訊電機學院學士班,D 日,B 學士,90,71,19,18,4,23,3,17,6,13,6, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系工學博士班,D 日,D 博士,1,1, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系光機電工程博士班,D 日,D 博士,2,2, -, -, -, -, -,1, -,1, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系,D 日,D 博士,69,62,7,11,2,11,2,15, -,9,2,8,1,5, -,3, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系,D 日,M 碩士,279,251,28,120,11,102,13,26,3,3, -, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系光機電工程碩士班,D 日,M 碩士,59,52,7,15,4,24,3,9, -,4, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系,D 日,B 學士,532,460,72,121,19,112,20,108,19,100,10, -, -, -, -, -, -,19,4,03 桃園市,1 一般
0008,國立中央大學,07151064,機械工程學系,N 職,M 碩士,98,90,8,27,4,34,1,18,3,7, -,4, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07191026,工業管理研究所,D 日,D 博士,7,5,2, -, -, -,1,2,1,1, -,1, -,1, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07191026,工業管理研究所,D 日,M 碩士,59,35,24,18,11,13,12,3,1,1, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07191026,工業管理研究所,N 職,M 碩士,65,33,32,14,16,12,14, -,1,3, -,4,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系生物醫學工程博士班,D 日,D 博士,11,6,5,1,1, -,1,1,1,2, -,2,1, -,1, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系跨領域轉譯醫學博士班,D 日,D 博士,32,26,6,5, -,4,1,6,1,2,1,4,2,3,1,2, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系系統生物與生物資訊博士班,D 日,D 博士,19,12,7,3,2,2,1,1,2,2, -,2,1, -,1,2, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系生物醫學工程碩士班,D 日,M 碩士,37,24,13,10,6,9,6,3,1,1, -,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系系統生物與生物資訊碩士班,D 日,M 碩士,27,17,10,8,3,5,4,3,2, -,1,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系,D 日,B 學士,104,55,49,21,14,15,10,12,12,7,13, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07193074,生醫科學與工程學系人工智慧精準醫療碩士在職專班,N 職,M 碩士,14,8,6,8,6, -, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07194076,工學院學士班,D 日,B 學士,101,74,27,19,11,20,2,13,11,19,2, -, -, -, -, -, -,3,1,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系,D 日,D 博士,73,54,19,5,6,12,4,7,2,10,4,7, -,7,2,6,1, -, -,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系營建管理博士班,D 日,D 博士,17,12,5,1,2,3, -,2,1, -, -,1,1,2, -,3,1, -, -,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系,D 日,M 碩士,189,137,52,64,24,58,22,10,5,5, -, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系營建管理碩士班,D 日,M 碩士,23,13,10,6,4,6,6, -, -,1, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系,D 日,B 學士,357,274,83,69,26,68,17,74,17,57,22, -, -, -, -, -, -,6,1,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系,N 職,M 碩士,62,50,12,19,8,18,4,9, -,4, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,07321067,土木工程學系營建管理碩士在職專班,N 職,M 碩士,47,37,10,11,5,11,5,8, -,6, -,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0009,國立中山大學,01111001,教育研究所,D 日,D 博士,50,17,33,1,6,2,6,5,4,2,8,2,7,4,1,1,1, -, -,50 高雄市,1 一般
0009,國立中山大學,01111001,教育研究所,D 日,M 碩士,36,11,25,2,10,5,10,4,2, -,3, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,01111001,教育研究所,N 職,M 碩士,61,16,45,3,13,5,17,3,8,2,3,2,4,1, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,01111072,教育與人類發展研究全英語博士學位學程,D 日,D 博士,19,6,13,2,2, -,4,4,5, -,2, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,01111072,教育與人類發展研究全英語碩士學位學程,D 日,M 碩士,9,1,8, -,4,1,4, -, -, -, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02151002,音樂學系,D 日,M 碩士,43,12,31,4,12,6,7,2,8, -,4, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02151002,音樂學系,D 日,B 學士,162,50,112,11,27,10,27,13,29,10,25, -, -, -, -, -, -,6,4,50 高雄市,1 一般
0009,國立中山大學,02152003,劇場藝術學系,D 日,B 學士,198,75,123,15,28,18,25,17,22,18,24, -, -, -, -, -, -,7,24,50 高雄市,1 一般
0009,國立中山大學,02192003,劇場藝術學系,D 日,M 碩士,13,3,10,2,4, -,3,1,1, -,2, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02192078,藝術管理與創業研究所,D 日,M 碩士,28,2,26,2,11, -,15, -, -, -, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02231008,哲學研究所,D 日,M 碩士,31,23,8,7,1,4,2,7,2,5,3, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02311006,外國語文學系,D 日,D 博士,8,3,5, -,1,1,1,1, -,1, -, -,1, -,2, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02311006,外國語文學系,D 日,M 碩士,49,19,30,4,11,6,12,3,5,6,2, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02311006,外國語文學系,D 日,B 學士,231,85,146,19,28,18,35,24,32,15,38, -, -, -, -, -, -,9,13,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系,D 日,D 博士,23,11,12, -,3,1,3,1,2,2,1,4,1,1,1,2,1, -, -,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系,D 日,M 碩士,55,31,24,9,3,6,6,1,7,15,8, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系,D 日,B 學士,201,55,146,12,32,14,35,12,36,13,30, -, -, -, -, -, -,4,13,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系(暑期專班)碩士班,N 職,M 碩士,1, -,1, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03111009,經濟學研究所,D 日,M 碩士,52,25,27,15,10,10,16, -,1, -, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03111009,經濟學研究所,N 職,M 碩士,24,12,12,2,3,1,3,3,1,6,3, -, -, -,2, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03121011,政治學研究所,D 日,D 博士,24,18,6,4,2,3, -,1,1,6, -,3,2,1,1, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03121011,政治學研究所,D 日,M 碩士,51,22,29,8,10,8,8,3,8,3,3, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03121011,政治學研究所,N 職,M 碩士,45,28,17,12,4,3,4,3,4,5, -,2,1,3,4, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03122019,亞太事務英語碩士學位學程,D 日,M 碩士,16,13,3,5,1,6,2,1, -,1, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03122027,海洋事務研究所,D 日,M 碩士,28,14,14,3,7,3,4,5,2,3,1, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03141013,社會學系,D 日,M 碩士,35,11,24,4,7,5,6,2,4, -,7, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03141013,社會學系,D 日,B 學士,160,82,78,15,26,19,18,24,12,15,17, -, -, -, -, -, -,9,5,50 高雄市,1 一般
0009,國立中山大學,03141013,社會學系原住民碩士在職專班,N 職,M 碩士,43,20,23,3,8,3,7,6,6,8,2, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03143016,中國與亞太區域研究所,D 日,D 博士,61,43,18,6,3,9,4,4,3,10,2,5,3,4,2,5,1, -, -,50 高雄市,1 一般
0009,國立中山大學,03143016,中國與亞太區域研究所,D 日,M 碩士,69,43,26,14,7,14,7,6,8,9,4, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,03143016,中國與亞太區域研究所,N 職,M 碩士,39,24,15,8,4,4,5,3,1,1,2,1,1,7,2, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,D 日,D 博士,23,15,8,3,1,2,2,1,1,3,2,2,1,1,1,3, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,D 日,M 碩士,90,53,37,20,19,23,15,8,2,2,1, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,D 日,B 學士,205,60,145,14,36,17,36,11,35,16,34, -, -, -, -, -, -,2,4,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,N 職,M 碩士,77,38,39,11,22,17,10,5,4,2,1,3,2, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04121C01,金融創新產業碩士專班,D 日,M 碩士,28,13,15,5,10,7,5,1, -, -, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系,D 日,D 博士,78,53,25,10,3,12,4,6,5,6,3,11,5,5,1,3,4, -, -,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系醫務管理博士班,D 日,D 博士,14,9,5, -,3,3, -,3,1,1, -,2,1, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系企業管理碩士班,D 日,M 碩士,219,93,126,38,45,33,46,16,28,6,7, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系醫務管理碩士班,D 日,M 碩士,48,17,31,5,10,6,12,3,6,3,3, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系,D 日,B 學士,372,137,235,32,48,28,58,35,48,31,62, -, -, -, -, -, -,11,19,50 高雄市,1 一般
0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,D 日,M 碩士,136,49,87,16,33,22,26,4,21,7,7, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131022,國際經營管理全英語學士學位學程,D 日,B 學士,35,11,24,11,24, -, -, -, -, -, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所,D 日,D 博士,39,20,19,2,2,2,5,1,5,1,1,5,3,3,1,6,2, -, -,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,D 日,M 碩士,51,17,34,6,16,6,10,3,5,2,3, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所,D 日,M 碩士,81,10,71,4,27,1,28,4,10,1,6, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所,N 職,M 碩士,84,16,68,4,29,4,25,4,6,4,7, -, -, -,1, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所亞太人力資源管理碩士在職專班,N 職,M 碩士,62,11,51, -,18,7,17, -,10,2,2, -,2,2,2, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04131077,社會創新研究所,D 日,M 碩士,23,5,18,2,10,3,8, -, -, -, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04134010,政治經濟學系,D 日,B 學士,216,109,107,24,27,29,26,23,24,28,26, -, -, -, -, -, -,5,4,50 高雄市,1 一般
0009,國立中山大學,04134017,公共事務管理研究所,D 日,D 博士,21,11,10,2,3,3,1,3,2, -, -,2,2,1,1, -,1, -, -,50 高雄市,1 一般
0009,國立中山大學,04134017,公共事務管理研究所,D 日,M 碩士,45,16,29,7,12,4,7,4,7,1,3, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04134017,公共事務管理研究所,N 職,M 碩士,91,40,51,12,16,10,14,8,10,7,4,2,5,1,2, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04134018,社會科學院EMPP,N 職,M 碩士,19,10,9,3,3,3, -,3,1,1,3, -,1, -,1, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04134073,行政管理現役軍人營區碩士在職專班,N 職,M 碩士,10,8,2, -, -, -, -,4,2,4, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04199025,行銷傳播管理研究所,D 日,M 碩士,67,15,52,4,17,2,18,8,11,1,6, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04199025,行銷傳播管理研究所,N 職,M 碩士,62,21,41,5,13,3,17,7,8,6,1, -,1, -,1, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04199030,兩岸高階主管經營管理碩士在職專班,N 職,M 碩士,25,15,10,3,2,1,3,6, -,4,5,1, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,04199068,管理學院EMBA,N 職,M 碩士,233,150,83,83,35,64,48,2, -,1, -, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,D 日,D 博士,17,10,7,4,4,3, -,1, -,1,1, -,1, -, -,1,1, -, -,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,D 日,M 碩士,34,21,13,8,6,8,4,1,1,4,2, -, -, -, -, -, -, -, -,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,D 日,B 學士,200,123,77,27,19,30,14,35,17,23,22, -, -, -, -, -, -,8,5,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,N 職,M 碩士,16,4,12, -,4,3,4, -,2, -, -,1,1, -,1, -, -, -, -,50 高雄市,1 一般
